ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,Text
149,80000,2,2,1,23,1,2,3,2,0,0,9168,10522,10205,9898,10123,12034,1650,0,0,379,2091,1,0,Warriors&#8217
150,260000,2,1,1,60,1,-2,-1,-1,-1,-1,-1100,-1100,21400,0,969,869,0,22500,0,969,1000,0,0,"3 earthquakes strike western Iran; 1 killed, 100 injured"
151,140000,1,2,1,32,0,0,0,0,2,0,86627,78142,68336,64648,58319,55251,3455,3110,5000,0,2100,2602,0,Diego Simeone Insists There Is More to Come From His Players Following Unconvincing Derby Win
152,80000,1,1,2,25,0,0,0,0,0,0,42444,55744,43476,41087,41951,31826,30000,3000,6000,8000,2000,14000,0,&#039
153,350000,1,1,2,41,1,-1,-1,-1,-1,-2,208,2906,1000,630,0,0,2906,1000,630,0,0,0,0,45% of oil and gas workers have noise-induced hearing loss: WorkSafeBC
154,280000,2,2,1,56,0,0,0,0,0,0,208775,182350,132257,101783,177145,169311,8042,6700,5137,100000,7000,6321,0,Wirecard : Brazil will offer digital financial services for tens of thousands of customers
155,30000,2,3,2,26,0,0,0,0,0,0,9014,10406,11427,11935,13084,14206,1700,1500,1000,1500,1500,1500,0,"Tesla to remain public, board says, after meeting with Musk"
156,140000,1,1,1,34,0,0,0,0,0,0,23944,28049,32073,43129,47086,48699,5000,5000,11885,5000,3000,5504,0,"ARRIS International : Ruckus Wi-Fi Technology Supports Facebook's Express Wi-Fi Initiative, Deploying Hotspots in Africa, India, and Indonesia"
157,200000,2,1,2,37,0,0,0,0,0,0,105420,102870,89643,90938,92505,94031,4000,3250,3250,3500,3560,5000,0,Inside Salesforce Ventures -- the investment arm behind a $1 billion software ecosystem fueling growth (CRM)
158,200000,2,3,2,30,0,0,0,0,0,0,196031,196143,189524,167163,146975,122324,7300,7108,7680,6200,5000,4500,0,"Sports Apparel Market by Global Scope Exposes the Overall Market Sizes, Trends Analysis, Company Shares through 2017-2022 and Highlights Key Vendors - NIKE Inc., Adidas AG, PUMA SE, Under Armour Inc., SKECHERS USA Inc., ASICS Corporation, Fila Korea Co Lt"
159,210000,1,3,1,45,2,3,4,4,5,6,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,1,"Medical Penlights Market By Product Types and Application, Top Manufacturer, Regional Analysis and Forecasts To 2023"
160,50000,1,3,1,57,3,2,0,0,0,0,12854,12362,13447,13427,13711,14083,0,1600,500,500,600,600,0,Which Current WWE Star Has The Longest Active Pay-Per-View Streak?
161,30000,1,1,2,41,2,2,2,2,2,0,24357,27453,26718,28168,27579,28321,3500,0,2200,0,1200,1250,0,Suggestions before Buy or Sell action Rite Aid Corporation (RAD)
162,50000,1,2,2,27,2,-1,-1,-1,-1,2,390,390,780,216,1080,540,390,780,216,864,0,390,0,FSARS Operatives To Wear Police Uniforms
163,290000,1,3,1,47,-1,-1,-1,-1,0,-1,1234,396,396,792,396,423,396,396,792,0,423,369,0,Regime to be asked to reclaim forest land
164,250000,2,1,1,34,0,0,2,0,0,0,141223,156858,151841,152803,155997,160220,17994,0,5469,5656,6811,3920,0,France lowers its growth forecast for 2019 to 1.7 percent
165,60000,2,2,1,46,0,0,0,0,0,0,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,0,Congo says former VP Bemba cannot run for president
166,110000,2,1,2,27,0,0,0,0,0,0,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,0,Micron Technology plans $3 billion expansion of Virginia plant
167,370000,1,1,2,50,-2,-2,-2,-2,-2,-2,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,0,"'My knees are going, but I don't want to give it away. If it dies, they will die, too, in a sense.'"
168,100000,1,2,1,27,-1,2,2,0,0,0,102349,96847,58824,29336,22979,-246,3166,0,1330,1398,12,50000,0,BJP objects to 'proxy voting' for domestic migrants
169,90000,2,2,1,35,0,0,0,0,0,2,72112,73854,75526,77317,85852,88290,3500,3500,3652,10000,4000,0,0,Amazon Go launches second cashierless store
170,50000,2,2,2,22,0,0,0,0,0,0,28040,29092,29366,27737,28318,28806,1510,1442,982,1017,1277,567,0,Meeting with Moscow Region Governor Andrei Vorobyov
171,270000,1,2,2,37,0,0,0,0,0,0,37695,33397,30534,27598,26344,24641,5000,2000,3000,4000,3000,2000,0,Marylanders crabby over PETA's anti-crab vegan billboard in Baltimore
172,300000,2,1,2,30,-1,-1,-1,-1,-1,-1,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,0,[BEST BOOKS] Fabulous Horses: Adult Coloring Book: Volume 7 (Wild Color) by Heather Land Unlimited
173,50000,2,2,2,22,-1,0,0,0,0,0,8567,15273,11650,7457,3115,7725,15000,1000,149,0,5000,10000,0,Asian Games 2018: Neeraj Chopra dedicates gold medal to former PM Atal Bihari Vajpayee
174,50000,2,1,2,24,1,-2,-2,-2,-2,-2,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,1,Read_ Effective Phrases for Performance Appraisals: A Guide to Successful Evaluations _Ebook
175,360000,1,1,2,29,1,-2,-1,-1,-2,-2,0,0,77,0,0,0,0,77,0,0,0,0,0,Restructuring: Osinbajo speaking from both sides of his mouth ' Ijaw Youths
176,130000,1,3,1,56,1,2,2,2,2,3,64617,65978,67282,68557,72796,71345,3000,3000,3000,5500,0,0,1,A rural Georgia county will vote on a proposal to close seven of nine polling places
177,80000,1,1,2,30,-2,-1,0,0,0,0,6187,100,600,1438,1919,5380,504,500,1000,500,3500,0,0,Gibdock completes complex ballast water treatment system retrofit
178,50000,1,2,2,30,1,2,0,0,0,2,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,0,Hall of Famer Bill Elliott returns for Xfinity race
179,20000,2,2,2,22,0,0,0,0,0,0,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,0,"EC: Belgrade, Pristina must be given space for agreement"
180,80000,2,2,1,29,0,0,2,0,0,0,77883,81811,80250,61467,10662,11486,5800,1000,600,400,1000,0,0,"Don McGahn, White House Counsel Who Helped Reshape Federal Judiciary, To Step Down"
181,240000,1,1,2,37,-1,-1,2,0,0,-1,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,0,Revisiting the Galaxy Shape and Spin Alignments with the Large-Scale Tidal Field: A Unified Analytic Model. (arXiv:1808.08559v1 [astro-ph.CO])
182,80000,2,3,2,35,0,-1,0,0,0,0,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000,0,"Nationals shut out again, 3-0 Mets in series opener in Citi Field..."
183,500000,2,1,1,47,0,0,0,0,0,0,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,0,Yay or nay- Bas teams up with J. Cole for 'Tribe'
184,60000,2,2,1,24,0,0,0,0,0,0,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,1,Horoscope for Aug. 27
185,20000,1,2,2,25,0,0,0,0,0,-1,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,0,Hear ye! Hear ye! King Richard's Faire brings the 16th century to Carver
186,100000,2,2,1,38,1,2,0,0,2,0,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,1,Seares: Cops could've said 'no' to Tomas
187,360000,2,1,2,32,1,-1,-1,-1,-1,-1,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,0,RGP Signs Paradigm for Parity® Pledge
188,200000,2,3,2,47,2,2,2,2,2,2,199436,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,1,Nation's top student loan official resigns
189,130000,2,2,1,34,1,-1,0,0,0,0,0,5396,10270,13576,13864,14636,5396,5000,3500,501,1000,2000,0,Catalina Cruiser Could Face Two BC Winners in O'Brien
190,20000,2,2,2,31,1,5,4,4,3,2,21703,21087,21461,20835,20219,20487,0,1000,0,0,760,0,0,Did beating up Bobi make Ugandans one big happy family?
191,310000,1,1,2,32,0,0,0,0,0,0,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,0,"Guy Smarts: From Silicon Valley to sushi revolutionary, how one man landed his dream job"
192,60000,2,1,2,27,2,0,0,0,2,0,19625,20347,21669,23005,22499,22873,1342,1664,2000,0,900,846,1,'I'm gonna kill you:' Canada abduction caught on doorbell camera
193,180000,2,1,2,29,-1,-1,-1,-2,-1,0,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,0,Civil liberties group upset with B.C. city's shopping cart ban proposal
194,180000,2,1,2,24,-1,-1,2,0,0,-2,14670,22087,21282,10200,0,0,37867,0,200,0,0,0,0,Dalton State Women's Soccer Dominates In 1st Part Of Double Header
195,50000,1,2,1,36,0,0,0,0,-1,-1,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,0,2 Chainz Explores $100M Retirement Home In New 'Most Expensivest' Episode
196,50000,2,1,2,24,1,2,2,2,2,2,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,1,Attorney: Tubbs filed false police report
197,150000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,116,0,1500,0,0,116,0,1500,0,0,Motor racing: Red Bull deny approach to Alonso for 2019
198,20000,2,1,2,22,0,0,0,0,-1,0,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,0,"So long to the silly season, hello rain, says FREDERICK FORSYTH"
199,500000,2,1,1,34,-2,-2,-2,-1,-1,-1,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,0,Joanne Calderwood def. Kalindra Faria at UFC Fight Night 135: Best photos
200,30000,2,3,2,22,1,2,2,0,0,0,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,1,"Baltimore police detective died by suicide, report says"
201,180000,2,1,1,38,-2,-2,-2,-2,-2,-2,750,0,0,0,0,0,0,0,0,0,0,0,0,East graduate leads Eagles sweep of Hurricanes
202,140000,1,1,2,31,0,0,2,0,0,2,27123,27299,17985,20225,27407,10833,25000,0,3000,7800,0,2500,0,Jenna Dewan clutches script as she rehearses lines on Atlanta set of medical drama The Resident
203,140000,2,1,2,26,-1,0,-1,-1,-1,-1,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,0,"George Will: Judge Kavanaugh: Is government truly of, by and for 'the people'?"
204,120000,1,2,2,26,0,0,0,0,0,0,107314,110578,113736,116000,119131,122135,5000,5000,4152,5000,5000,5000,0,"Willy Hutchinson Gets Early Win, Moves To 5-0"
205,360000,2,2,1,48,0,0,0,0,0,0,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,0,2018 book^ time series analysis and its applications with r examples (springer texts in statistics) full online
206,20000,1,3,1,43,-1,-1,0,0,0,0,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,0,Progressive (NYSE:PGR) Receives Daily News Impact Rating of 0.25
207,100000,1,1,1,47,-1,-1,-1,-1,-1,-1,390,1473,390,390,390,0,1473,390,390,390,0,2380,0,Soldier to plead guilty in trying to help Islamic State
208,210000,2,2,1,41,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,1,Peelle family holds its 128th reunion
209,80000,2,2,2,24,0,0,0,0,0,0,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,1,Friday Fishing Report
210,330000,2,1,1,50,-1,-1,-1,-1,-2,-2,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,0,"Climate change will be deadlier, more destructive and costlier for California than previously believed, state warns"
211,220000,1,1,2,24,0,0,0,-1,-1,-1,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,0,Burnley fan stabbed before Europa League clash with Olympiakos in Greece
212,210000,2,1,1,38,1,-2,-1,0,-1,-1,0,0,250,123,789,1222,0,250,0,789,1222,9616,1,CABINET HEADACHE FOR ED
213,40000,2,3,1,43,0,0,0,0,0,0,38257,38901,38103,36207,33138,31339,1700,1504,1200,1500,1500,1000,0,Belgian sports journalist charged with armed robbery
214,30000,1,2,2,39,0,0,0,2,0,0,28347,28108,18388,12992,7736,8032,3036,2309,0,1000,2000,148,0,Leeds United closing in on Chelsea's Izzy Brown in loan deal as Anita nears Whites exit
215,470000,1,2,2,27,2,2,2,2,0,0,296573,303320,307843,479978,305145,309959,13000,11001,0,10484,10838,10367,0,"Automotive Radar Market by Range, Vehicle Type, Application and Geography: Growth, and Demand Forecast, 2016-2023"
216,30000,1,3,1,42,-1,-1,-1,-1,-1,2,390,390,390,240,1320,780,390,390,240,1470,0,0,0,IndyCar: Extent of Wickens' spinal cord injury still unknown
217,240000,2,2,1,36,1,-2,-2,-2,-2,-2,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,1,Event: Kayak for Conservation
218,80000,1,2,2,36,2,0,0,0,0,0,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,0,Dynacare moves to new Parry Sound location
219,110000,2,3,0,31,0,0,0,0,0,0,89989,84229,79288,73315,63818,63208,4000,5000,3000,3000,3000,8954,0,Tesla shares fall 5pc as Musk&#8217
220,310000,2,1,2,38,-1,-1,-1,-1,-2,-2,1424,4542,126,0,0,0,4542,126,0,0,0,0,0,Comment on The Ultimate Fall Doormats Round Up by Lynn W
221,360000,2,1,1,40,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,1,What you need to know about the UCU's pay dispute
222,330000,2,3,2,45,0,0,0,0,0,0,335196,334954,335527,333860,335760,330121,12388,12378,12116,12450,12213,11678,0,Back to school: ICBC says nearly 400 kids injured each year
223,300000,2,2,2,35,0,0,0,0,0,0,291619,297268,205629,215827,208464,212508,12019,9006,17000,12000,9557,15000,0,LSV Asset Management Trims Holdings in Aptiv PLC (APTV)
224,320000,2,2,2,33,0,0,0,0,0,0,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,0,"Martingale Asset Management L P Sells 35,502 Shares of Denny's Corp (DENN)"
225,50000,2,3,2,37,1,3,2,0,0,0,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,1,Lower Hutt students urge people to donate a dollar to help nearby school
226,170000,2,1,2,28,0,0,0,0,0,0,130370,131199,128900,125514,127280,128839,6530,4860,22500,4820,4877,4962,0,Bochy: Smith will remain Giants' primary closer
227,350000,1,3,1,44,-1,-1,-1,-1,-1,-2,3265,2686,1864,569,0,0,2686,1864,569,0,0,0,0,Bird&#8217
228,20000,1,2,1,37,0,0,0,0,0,0,16455,16511,18902,18768,18650,19175,1609,3000,663,676,834,782,0,"China aims to build houses, roads in Sri Lanka north to extend sway"
229,50000,1,2,2,23,2,0,0,0,0,0,49758,48456,44116,21247,20066,18858,2401,2254,2004,704,707,1004,1,"Firemen rescue man, 52, from collapsed duplex in Kano"
230,20000,2,3,2,24,1,2,0,0,0,0,19154,18165,17233,7630,1730,0,0,1333,500,100,0,3200,0,Padres promote hotshot prospect Luis Urias
231,50000,2,1,2,24,0,0,0,0,0,0,35084,35796,30937,19420,10385,1308,2090,2002,1002,238,1011,389,0,Powerful Hurricane Lane Downgraded To Tropical Storm
232,20000,1,2,2,23,1,2,0,0,2,0,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,1,"US Open Tennis 2018 Results: Wednesday's Singles Bracket Winners, Scores, Stats"
233,50000,1,2,1,26,0,0,-2,-1,-1,0,102800,0,0,2624,45567,46557,0,0,2624,45567,1747,2000,0,"As political slugfest on Rafale deal gets murkier, Anil Ambani says truth will prevail"
234,190000,1,2,2,34,2,0,0,0,2,2,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769,1,"Marketing Day: Facebook bans app, rolls out new tool, teen survey & more"
235,60000,2,2,1,33,0,0,0,0,0,0,58203,36367,20934,20694,20175,19421,1506,1298,1000,721,811,599,0,Sorley MacLean
236,80000,1,1,2,35,-1,-1,-1,-1,-1,-1,7988,3977,6848,1719,1378,19942,3983,6853,1719,1378,19942,2418,0,NASA legend Katherine Johnson turns 100 years old this week
237,150000,2,2,2,27,0,0,0,0,0,0,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,0,McIntosh makes mayor's bid official
238,210000,2,1,2,31,-2,-2,-2,-2,-1,-1,1440,0,7422,893,6082,2293,0,7422,893,6082,2293,3299,0,Rangers minor-league report (8-25): Scoreless performances by newcomers to system
239,240000,2,3,1,50,0,0,0,0,0,0,234205,231669,214642,207642,210375,214694,10116,9150,8008,8000,8009,7714,1,"Del Toro&#8217;s Scary Stories to Tell in the Dark Reveals Cast, Plot Details"
240,140000,2,2,3,41,0,0,0,0,0,0,19346,21708,22940,19068,16409,16383,3000,2000,2198,1000,3000,2399,1,Kylie Jenner announces she's officially an Adidas brand ambassador
241,60000,2,1,2,28,1,2,2,-2,-2,-1,21501,20650,0,0,0,2285,0,0,0,0,2285,0,0,Cristiano Ronaldo not guaranteed a start at Juventus - Massimiliano Allegri
242,50000,1,1,2,39,0,0,0,0,0,0,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,0,Viv Albertine's Got Something to Say
243,50000,2,2,2,27,0,0,0,0,0,0,26655,27724,28676,27990,28790,29399,1800,1750,900,1200,1200,1100,0,"Grace Mugabe, son ready to fight ex-lawyers"
244,180000,2,1,2,32,-1,-1,2,2,-1,-1,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176,0,Hawaii Prepares For Potentially Worst Hurricane In Decades
245,30000,2,1,2,40,-1,-1,2,2,2,2,142,215,139,19,19,79,355,120,0,0,60,60,0,"Kids kept playing on 71-year-old's lawn, so he opened fire, Memphis cops say"
246,20000,2,2,2,40,0,0,0,0,0,-2,19816,20396,20102,19575,0,0,1601,2203,2114,0,0,0,0,"MYCELLCARE IT S (Propylen Glycol Glycerin Allantoin) Spray [Pharmacal International Co.,Ltd.]"
247,250000,2,2,1,75,0,-1,-1,-1,-1,-1,52874,1631,1536,1010,5572,794,1631,1536,1010,5572,794,1184,0,"Urban Meyer apologizes to Courtney Smith, addresses stance on relationship violence"
248,100000,2,2,2,27,0,0,0,0,0,0,37767,34457,30036,30337,30997,32904,1788,1799,1100,1150,2423,0,0,Nina Dobrev 2018 The Vampire Diaries Star Flaunts Sun-Kissed Toned Bikini Bod on Instagram and Fans Like It
249,330000,1,1,2,25,0,0,0,0,2,0,46140,45781,48139,51137,39450,25358,2504,4007,5056,74,1023,2566,0,Armed robbery sparks row over safety of vulnerable petrol station workers - The Press
250,50000,1,3,1,46,0,0,0,0,0,0,35713,15392,16099,16418,16765,17484,1561,1268,587,611,1000,2000,0,Coatings and Application Technologies for Robotics Market Professional Survey Report 2018
251,50000,2,2,2,26,1,2,2,0,0,0,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,0,Gunman 'clearly targeted other gamers' at Florida tournament
252,30000,1,2,2,28,0,0,0,0,0,0,29242,29507,29155,25255,22001,0,5006,1244,851,955,0,0,0,Lack of ambition could hold All Whites back
253,140000,2,2,2,26,0,0,0,0,0,0,101551,105246,104781,105334,107699,106828,5366,5087,3605,3894,3785,3304,1,"President hosts representatives of Libya, Tunisia and Algeria olim"
254,160000,2,1,2,28,0,0,0,0,-1,0,70243,47779,28052,7222,99669,84426,7042,2000,1000,99669,12600,10000,0,Top basketball organizations join for expanded prep training
255,400000,2,2,2,29,-1,0,-1,-1,-1,-1,19532,3719,1453,4944,1896,2486,3127,1469,4968,1905,2494,862,0,Gray pitches Yankees past Orioles 5-1 for doubleheader sweep
256,50000,1,2,1,25,0,0,0,0,0,0,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,0,"South Yorkshire fires round-up: Arsonists set fire to motorbikes, caravan and wheelie bin"
257,140000,2,2,1,48,0,-1,-1,-1,-1,-1,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,0,Building code needed before the &#8216
258,160000,2,2,1,33,-1,-1,-1,-1,0,-1,8015,2453,9624,52572,7333,2210,2453,9880,52572,1546,2210,0,0,EGFPD remind public to lock cars following back-to-back theft
259,100000,2,3,1,43,0,0,-2,-2,-2,-2,62170,0,0,0,0,0,0,0,0,0,0,0,0,Place your bets for a great night out
260,220000,1,1,1,48,2,0,0,0,0,0,210380,213522,201852,169115,172169,162402,10000,9020,6000,5500,6000,5500,1,Chadli poised for Albion exit
261,510000,2,1,2,29,0,0,0,0,0,0,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,0,Trump Boasts of Doing a 'Fantastic Job' in Puerto Rico After Officials Reveal Thousands Were Killed on His Watch
262,50000,1,2,2,29,0,0,0,0,0,0,49276,35100,32563,27823,29130,28309,1602,1400,3000,3130,1062,6318,0,"Buster Posey surgery delayed, but successful; Who do the Giants call up in September?"
263,160000,2,1,1,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,0,Mississippi lawmakers meet in 3rd day of special session0
264,230000,2,1,2,37,-2,-2,-2,-2,-2,-2,2283,50815,0,0,299,338,51315,0,0,299,338,0,0,New Livingston boss Gary Holt feared he would become full-time babysitter before Lions approached him
265,80000,2,1,2,37,-1,-1,-1,-1,-1,-1,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,0,Woman Spends Four Months Pulling Off Hilarious Twitter Stunt
266,150000,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,0,Money and loyalty: A look inside dramatic Trump-Cohen rift
267,10000,1,3,2,23,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,0,Take a look inside Redwell Brewery's new taproom bar in Norwich
268,130000,2,3,2,49,0,0,0,0,0,0,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,1,&#8216
269,40000,2,1,2,48,0,0,0,0,0,0,34871,34449,33634,34586,34762,35673,1600,1600,1500,1500,1500,1500,0,Arami Takes Flight with New Location at Chicago Midway International Airport
270,50000,1,2,2,27,3,2,2,0,0,-1,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,1,Research: Teens text instead of read
271,100000,1,3,2,32,0,0,0,0,0,0,70003,31545,20974,19713,19848,18126,2035,2004,616,2007,1009,2015,0,A B.C. First Nation fights to save their community from a wildfire
272,120000,1,1,1,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0,China renews offer to play role to ease Indo-Pak tension
273,260000,2,1,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,Saudi Arabia Breaks Silence on Neglect of Moroccan Hajj Pilgrims
274,200000,2,2,2,33,0,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,0,Winthrop High student allegedly sent threatening Instagram message
275,360000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,'Xbox All Access' Program Allows Gamers to Make Payments for Xbox One Consoles
276,70000,2,2,2,36,0,0,0,0,0,0,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,0,Pope Apologizes for Catholic Church 'Crimes' in Ireland
277,460000,1,1,1,40,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,1,"Many women's toiletries do cost more than men's -- and their mortgages might too, report finds"
278,50000,2,1,2,26,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,0,"Youth Team, League, and Tournament Sports 2018 Global Market - Opportunities, Challenges, Strategies & Forecasts 2023"
